dataset,model,trial,loss,type,total_time,metrics.rouge1,metrics.rouge2,metrics.rougeL,metrics.rougeLsum,metrics.bertscore_f1,metrics.bertscore_precision,metrics.bertscore_recall
cnn_dailymail,opt-30b,28,0.8716294150198659,beam search top-k sampling,875.9427139759064,0.3528490363513842,0.12186997926604455,0.24765458565772477,0.33141133493622915,0.8716294150198659,0.8836575938809302,0.8603717024608325
cnn_dailymail,opt-30b,29,0.8754322253247743,beam search top-k sampling,1232.3153665065765,0.3855293067909703,0.1429857216032429,0.2658714233558238,0.36054109912833043,0.8754322253247743,0.8791709817865844,0.8720344189674624
cnn_dailymail,opt-30b,30,0.843940838690727,multinomial sampling,755.774261713028,0.265066425993506,0.05922278790739209,0.1620188248346254,0.24542969699066403,0.843940838690727,0.8414583244631367,0.8467503786087036
cnn_dailymail,opt-30b,31,0.835818076005546,top-p nucleus top-k sampling,521.4082541465759,0.1568559495236208,0.027686375850009055,0.1055728141343995,0.14574248598853065,0.835818076005546,0.8391230804945833,0.8327376265679637
cnn_dailymail,opt-30b,32,0.863189987597927,truncation multinomial sampling,530.8073809146881,0.3428183957219066,0.10544059104097359,0.2279297547370738,0.31913260184204023,0.863189987597927,0.8696800502397681,0.8570749612264735
cnn_dailymail,opt-30b,33,0.8717285183168226,beam search,1205.8504047393799,0.3890048515780484,0.18306955265691532,0.2876928800452194,0.36220882233449986,0.8717285183168226,0.8799042586357363,0.8640932812485643
cnn_dailymail,opt-30b,34,0.8774689641050113,beam search top-k sampling,1383.4997601509094,0.4116237494565661,0.19715134550016,0.30274900588476045,0.3837740063944345,0.8774689641050113,0.8811445114433124,0.8742352512574965
cnn_dailymail,opt-30b,35,0.8526447537124798,top-p nucleus multinomial sampling,691.2826013565063,0.2910331695522455,0.06255994508811263,0.17831540780907001,0.2692202148109282,0.8526447537124798,0.8522454679653209,0.8533358541868066
cnn_dailymail,opt-30b,36,0.8561570541833037,beam search top-k sampling,1377.2461347579956,0.32274592947999914,0.16277845279754632,0.25519728845387274,0.3025531603326683,0.8561570541833037,0.8627757301894567,0.8509992149568373
cnn_dailymail,opt-30b,37,0.8762551424323871,beam search top-k sampling,1066.9776475429535,0.40756111250872784,0.19628043701708803,0.30415566503488856,0.3813937503897291,0.8762551424323871,0.8760541895384429,0.8768446099373602
cnn_dailymail,opt-30b,38,0.779081509318403,multinomial sampling,1195.3769662380219,0.04725467942757375,0.0029314498112406728,0.035490971232712956,0.04328653707344844,0.779081509318403,0.7632327592501076,0.7959502134271847
cnn_dailymail,opt-30b,39,0.8668178185339896,greedy decoding,535.3286304473877,0.3600554281999414,0.11645558299685169,0.2454515798101547,0.3373518825798867,0.8668178185339896,0.8736551942363862,0.8604145344867501
cnn_dailymail,opt-30b,40,0.8752875456245996,beam search,1513.0363903045654,0.3633533014733681,0.13202416375807585,0.25226425150808973,0.3387748316643452,0.8752875456245996,0.8898150978549835,0.8615652053586899
